,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT1G01010.1,4.750711263538862,0.09040929897371154,0.11606646428243911,0.7789441983319767,0.4360125865010692,0.47728413145640336
AT1G01020.1,13.264160711142807,-0.5381423564242154,0.08579739799074378,-6.272245651112552,3.55877512897393e-10,9.594697341572537e-10
AT1G01030.1,2.096361768338721,-1.6270364325228315,0.26056400883296377,-6.244286921321715,4.2573786213736905e-10,1.1387872584050146e-09
AT1G01040.2,8.310239699068571,0.334276063275532,0.09194940766045845,3.6354346567398577,0.0002775123314840989,0.00044667419615397136
AT1G01050.1,77.20953287665034,-0.054888973528167226,0.04976418281127473,-1.102981510543993,0.2700351945939442,0.3065637390446038
AT1G01060.1,34.69025568981508,-2.1792309867850945,0.31785910043144144,-6.855965375309837,7.083253330156595e-12,2.2072562144982925e-11
AT1G01070.1,6.864069633733416,0.48017722798198326,0.14530624081760907,3.3045877815028613,0.0009511618436349661,0.001453306902055847
AT1G01080.2,53.14702845487253,-0.7668374121641536,0.12107828402649341,-6.333401718811609,2.398140887685628e-10,6.564349169890713e-10
AT1G01090.1,110.50431790502638,-0.8810491227958143,0.0706870139537373,-12.464087440055632,1.172057845745571e-35,4.07626548064206e-34
AT1G01100.1,506.47348418923286,-1.439222162738001,0.14121612762827382,-10.191627450134419,2.1611559037392266e-24,2.3212570084069485e-23
AT1G01120.1,37.902401823775726,-1.0290490381457178,0.14364824366946927,-7.163672954564846,7.854365773310002e-13,2.6676020268618006e-12
AT1G01130.1,3.41726506645229,-0.7896540253802319,0.18710214540917328,-4.2204434569862315,2.4382220898329442e-05,4.335450266099975e-05
AT1G01140.3,50.73631490569484,0.5434941496702422,0.12244540706251116,4.4386650566058075,9.051855370628283e-06,1.6701169411817096e-05
AT1G01160.2,30.07365631312518,-0.2214458814429222,0.08826085699269612,-2.508993102811676,0.012107584844453723,0.016474741151985182
AT1G01170.1,156.07544240392608,-0.2762657152066312,0.1130116889531314,-2.4445764660786997,0.014502233487151711,0.019573256717366958
AT1G01180.1,12.357119116290734,-0.26243130009745747,0.13976621478968013,-1.8776447547954522,0.06042977893795058,0.07567541020134373
AT1G01210.1,25.076666650711505,-0.6634220032197956,0.11727745501159192,-5.656858798259408,1.541684947138651e-08,3.6091806540729046e-08
AT1G01230.1,40.13737170035229,0.16800685906285695,0.06432394239310796,2.611886846675277,0.009004405130034355,0.012443333476668794
AT1G01240.1,43.25367860332876,1.8289866261016947,0.1317584698779251,13.881359033664099,8.217102123814753e-44,6.878829360835677e-42
AT1G01250.1,11.212393718258769,1.9084895307208407,0.2045566818474316,9.329881153157762,1.0598968683411311e-20,7.826605465290294e-20
AT1G01260.1,8.075449026778,0.05016436141240378,0.07272584947527037,0.6897734680907595,0.49033665608872645,0.530251110274722
AT1G01290.1,12.997424890157236,0.12581406687647906,0.05767769324302323,2.1813297273586385,0.029159037175002143,0.03802727417397531
AT1G01300.1,39.579937594934655,-1.0921195014649132,0.13259377827675026,-8.236581803902117,1.7720053660967418e-16,8.586340137814316e-16
AT1G01320.1,73.99676168107672,0.05341709338006522,0.0985728302754556,0.5419048355494562,0.5878840654331687,0.6251075921396028
AT1G01340.2,3.5127023676077083,0.36474000251812405,0.20724569742718535,1.7599400472295619,0.078417972266732,0.09662463017688523
AT1G01350.1,17.617929098998108,-0.10598693453779183,0.07495212224803807,-1.4140618218527645,0.15734375151516988,0.18564980214542212
AT1G01360.1,20.266597135556747,0.601320662663798,0.10171653946171948,5.911729457627706,3.3853424883286505e-09,8.378609495330112e-09
AT1G01370.1,6.9935878403848415,-2.4541805592842665,0.2383782833539647,-10.295319375381553,7.397368806024234e-25,8.337805611607422e-24
AT1G01380.1,2.772359065984936,-1.438273057521064,0.2544941554794078,-5.65149739809031,1.590560956343653e-08,3.7199431379655926e-08
