,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AT1G01010.1,7.12436519458413,0.9292026304171283,0.13005711791934865,7.144573440366007,9.027578288194803e-13,2.3702408327782577e-11
AT1G01020.1,14.90377092565724,-0.2717329867620689,0.09514552239894142,-2.8559724084829052,0.004290524179612839,0.010129825928486436
AT1G01040.2,7.3453586074131065,-0.18578044051586773,0.0803724203702087,-2.311494909076176,0.02080553403834914,0.04020847511722551
AT1G01050.1,85.12468577939474,0.11503767089410101,0.06606901283272,1.7411743563562039,0.08165302079476873,0.13091234050269163
AT1G01060.1,58.41516393239713,-0.0268880448164028,0.3438364578966145,-0.07820009832839644,0.9376688838039442,0.9543349774949325
AT1G01070.1,7.366851105678709,0.5778716910581265,0.1595010948508332,3.622995137422456,0.00029121129892901017,0.0009631925806008313
AT1G01080.2,60.46620425542299,-0.42392960316083267,0.0891345826017032,-4.756062022022999,1.9740584348492438e-06,1.1489409067854095e-05
AT1G01090.1,139.0431768367407,-0.19152310997468824,0.06107878103658034,-3.135673415944307,0.0017146002362735597,0.004564081510814443
AT1G01100.1,618.3491629782245,-0.6540895094635898,0.13146185440044678,-4.97550800912304,6.50767435041595e-07,4.271565136120248e-06
AT1G01120.1,59.599556454545564,0.3320037888028707,0.11374731515538174,2.9187835189722504,0.00351400162490835,0.00851026367168507
AT1G01130.1,5.154666021525265,0.3807940599529031,0.16273240394738703,2.3400014423434534,0.01928366541810508,0.03758792242291729
AT1G01140.3,50.24219772151673,0.4036816143126931,0.12100376299970289,3.3361079383430767,0.0008496017026142102,0.0024568639445702186
AT1G01160.2,30.962610797087596,-0.23858272060190838,0.09041941164115554,-2.638622794281869,0.008324354688385289,0.018105608270950833
AT1G01170.1,167.30063886773854,-0.1770161219461931,0.09998214071834749,-1.770477414009893,0.07664764365400907,0.12409610220994337
AT1G01180.1,11.885573796982028,-0.5206000921320715,0.13605737185475636,-3.8263277104001485,0.00013006910947056317,0.0004743106569119456
AT1G01210.1,28.361464174982224,-0.3275470374138118,0.10945610587362516,-2.9924967163731195,0.0027670564374439647,0.006899288593874077
AT1G01220.1,8.37093991816632,0.08700720732640217,0.06662635350758586,1.3058977828719955,0.19158732067770068,0.269385062166767
AT1G01230.1,39.91640307076715,0.050412701231755966,0.07601990297460012,0.663151349306509,0.5072336264658903,0.5960607711972358
AT1G01240.1,25.641388241719536,0.6561780885108212,0.141935601122601,4.62306907725024,3.7810374128224475e-06,2.046535989708642e-05
AT1G01250.1,5.337377734945073,0.22192865778820434,0.1978589842414315,1.121650647500558,0.262011008095252,0.34866645896247495
AT1G01260.1,8.231183495991049,0.03406713929053703,0.07122966871220504,0.47827176380928055,0.6324567906410259,0.7103743893706259
AT1G01290.1,12.879622992547256,-0.031111383222827874,0.06134283527687706,-0.5071722407743874,0.6120339705376019,0.691931782288461
AT1G01300.1,45.62188946203863,-0.62600155222646,0.09951369381426323,-6.290607133877043,3.1622671708967216e-10,4.641265419148418e-09
AT1G01320.1,71.22756231903307,-0.1633649318159121,0.0941968456168228,-1.734293019539674,0.08286610541057599,0.13247204499819631
AT1G01340.2,3.639018981953799,0.26082356014774327,0.18907508854202262,1.3794707814708984,0.16774964890963007,0.2408843599803968
AT1G01350.1,19.547567817564154,0.0676134413023515,0.07016617423760999,0.9636187527252956,0.3352371015088763,0.42687889884975544
AT1G01360.1,19.87537441253077,0.4693808303568373,0.11924154954011608,3.936386537805976,8.271770147285702e-05,0.00031598926098441754
AT1G01370.1,7.755383778635246,-1.7356416230570881,0.17558087474897507,-9.885140540155668,4.829037223847055e-23,1.426376869993824e-20
AT1G01380.1,3.6505216577579165,-0.31545064953511837,0.20348819027968895,-1.5502160056637198,0.12108967943497875,0.18291729566520398
AT1G01420.1,6.359380065966752,0.10099742889476336,0.12177145352951536,0.8294015220101095,0.40687724054170515,0.4990846448498587
AT1G01430.1,42.62115538169017,-0.2694522357282252,0.09308903085355065,-2.894564840320793,0.003796844842863645,0.009108572958057658
AT1G01440.1,9.194762453935134,-0.02273236362720697,0.06355212421188519,-0.3576963619880966,0.7205705559338778,0.7852785324616071
AT1G01470.1,308.31287513527485,1.1104468739472038,0.17815831035674598,6.232922122597783,4.5781379848691043e-10,6.466864253434659e-09
AT1G01480.1,8.87440095688317,4.826152290723824,0.3905948990814668,12.355901989690931,4.5265038775267333e-35,1.4974580127633938e-31
AT1G01490.1,120.47795364702218,-0.10779174454688938,0.12009301254909995,-0.8975688281848937,0.36941546382003854,0.461762350717695
AT1G01500.1,15.360138821648961,0.3276197247178254,0.10068830356973504,3.2538012172478545,0.0011387193097132703,0.003182757029734235
AT1G01510.1,18.67982815250206,-0.11027358094140452,0.047892793622269156,-2.302508845300049,0.02130649318088354,0.041066267036238016
AT1G01520.1,7.788191239106804,0.49739584599104425,0.3235841142842569,1.5371454408114116,0.12425769741049317,0.1868496884424516
AT1G01540.2,45.45692793458523,-0.047142873646930615,0.05781232189354946,-0.8154468131159888,0.4148165974040565,0.5075435563030178
AT1G01550.1,130.85719111915373,0.2379493555077724,0.0656457647548629,3.624748015295924,0.00028924333038461535,0.0009576408982970221
AT1G01560.2,5.930578846172652,1.2232308891187769,0.2931322516827455,4.172965895416617,3.006599608511961e-05,0.0001288731902679356
AT1G01580.1,1.968353908811857,-1.6236443867619543,0.3497906604075535,-4.641760259894271,3.4545354152863873e-06,1.890849447526543e-05
AT1G01600.1,3.8530323914935347,-0.10269331217383743,0.15920907677075233,-0.6450217177109013,0.5189131118767856,0.607111457317436
AT1G01610.1,41.07567972433027,-0.12131802200256808,0.08461323257378463,-1.433794907868294,0.15163079856026265,0.22086342365140055
AT1G01620.1,447.56255762785725,-0.208136230781261,0.1220968720232284,-1.7046811055213928,0.08825391561339502,0.13974803926490206
AT1G01630.1,55.54385358163319,-0.21622086142329025,0.06492936035039253,-3.330093816671692,0.0008681672718321536,0.002503548612861864
AT1G01640.1,6.306030560877232,0.45450357688099474,0.17623560240657823,2.5789543694607633,0.009909987616269092,0.02105872368457182
AT1G01650.1,24.113865646752377,0.4397754355179185,0.08622307851422154,5.100437644955839,3.388690090491344e-07,2.395398409693048e-06
AT1G01680.1,2.3215121925281275,1.2155029628789935,0.3679127505406211,3.303780478096777,0.0009539049530510522,0.0027219443876074076
AT1G01690.1,3.6139301931712837,-0.8611055504017323,0.15485147792894977,-5.560848123108207,2.6846675678438634e-08,2.467060346650297e-07
AT1G01710.1,21.92176629211937,0.03777418405929591,0.05286287606883218,0.7145692188618447,0.4748752705345658,0.5659158393308539
AT1G01720.1,88.86752116119136,1.8117794060316732,0.19541058973012945,9.271654154126548,1.832810982919602e-20,3.0016362840072416e-18
AT1G01725.1,16.38671477595512,0.27461059555259465,0.175850007382144,1.5616183339465635,0.11837792777600128,0.17939434753484537
AT1G01730.1,32.56704814088985,0.2961480897836967,0.09119921735872424,3.2472656932879564,0.0011651955993117408,0.0032457898969712874
AT1G01740.1,3.3602167609528584,-0.31604737060757465,0.1380476100663565,-2.289408490705906,0.022055629273047744,0.04232275682198176
AT1G01750.1,7.853919588494102,-0.10769328672317054,0.2512609187828276,-0.42861137038288516,0.668206069460245,0.7415495870474278
AT1G01770.1,10.555030517033805,0.33885099798116786,0.10163641987116216,3.3339525183069916,0.0008562127241821497,0.002473819156453614
AT1G01780.1,16.50913976682588,0.07165032337818915,0.10464617632327579,0.6846912701028371,0.49353875901256494,0.5831160437733455
AT1G01790.1,33.6942352120652,-0.37178749932050253,0.12723007550124057,-2.9221667742929016,0.0034760535667229843,0.00843070411248752
AT1G01800.1,66.99408985430543,0.12241602119075547,0.042313415072825294,2.8930782585160326,0.003814862323248629,0.009146490460770484
AT1G01820.1,58.25888594350281,-0.03244496785883456,0.07007975652849496,-0.46297204023022237,0.6433844084469981,0.7199933360477501
AT1G01830.2,10.31863173954927,0.18083878853349164,0.07923031706787399,2.282444337292921,0.022463120226019227,0.042940080804436356
AT1G01860.1,8.890931460850995,-0.2881922223585538,0.0772707531192017,-3.729641691390974,0.00019175225371481308,0.0006663390816589754
AT1G01900.1,4.02731265940147,-0.21741393688200963,0.14330173448491382,-1.517175892277131,0.12922228123437035,0.1931910478938648
AT1G01910.1,37.86308993296658,-0.10579407121679342,0.0366612669763004,-2.8857178145311724,0.00390522129054648,0.00933606957174871
AT1G01920.1,7.984779133373341,-0.058279991935313205,0.0758798815912606,-0.7680559156542694,0.44245396597560827,0.5349094468062079
AT1G01930.1,8.28375174122509,0.012974673089169504,0.06684038062204599,0.19411429091847607,0.8460863919223119,0.8867722758155075
AT1G01940.1,26.253151789316053,-0.6030092247600822,0.11755566743377496,-5.129563192687309,2.9041527056304167e-07,2.0822535719043226e-06
AT1G01950.3,7.840132069301551,-0.015171074428161539,0.06867566459840724,-0.22090902966686973,0.8251632664491427,0.8718079707674546
AT1G01960.1,17.79078576062592,-0.08677289560059756,0.05568759782683023,-1.5582086314879697,0.11918379953010586,0.18043375691263783
AT1G01970.1,21.36662083654324,-0.10870726400626783,0.07377586003385521,-1.4734801323411595,0.14062161715600296,0.2074767790007533
AT1G01990.1,27.075475300418823,-0.09533311377533438,0.08965167824418085,-1.0633723276844769,0.2876131368206597,0.3769438947904708
AT1G02000.1,9.080257169768613,-0.040540818012063225,0.09464258374796405,-0.4283570503529849,0.6683911891745338,0.7416363267882978
AT1G02020.1,8.189517392458203,-0.03146231315180838,0.08426270725896079,-0.3733836020140756,0.7088629621896323,0.7755855442240183
AT1G02080.1,17.540776738253516,-0.026467639879287536,0.07125452597132233,-0.3714520519010949,0.7103008623716573,0.7767477564782219
AT1G02090.1,41.24427002534974,-0.24009587624751766,0.06451441559909976,-3.7215849204850886,0.0001979762634679849,0.0006853757584813601
AT1G02100.3,28.036841729861816,0.13665942670715292,0.06261612161474543,2.1824958682041893,0.029072955867534327,0.053611567782038495
AT1G02110.1,15.328105032104625,-0.25973928040468247,0.0971030114299314,-2.6748838844417078,0.0074755136708017506,0.016469428826416055
AT1G02120.1,36.308803333450804,0.029748117489525838,0.06397186638385578,0.46501875232193013,0.641918027690653,0.7187900146243631
AT1G02130.1,48.038680391722345,-0.2288115557535127,0.04503561150200138,-5.080680557503795,3.760850796292382e-07,2.628146726720418e-06
AT1G02140.1,183.36651412640668,-0.28770934431384043,0.0723769675351616,-3.975150577758978,7.033474088377506e-05,0.0002729720668602823
AT1G02145.3,11.521582645698734,-0.09941050256529842,0.05591694379381956,-1.777824319795642,0.07543271291383652,0.12238654882296815
AT1G02150.1,62.635059056940825,-0.3698706731787125,0.04833638249709191,-7.6520139503812725,1.97855767208234e-14,7.773710796654152e-13
AT1G02160.2,23.201470629062644,-0.42811842540259454,0.11508492219494608,-3.720021852014557,0.00019920554167297388,0.0006890545514037351
AT1G02170.1,28.501641341070066,0.23314815546040676,0.10077436234617118,2.3135661693349823,0.02069153121676244,0.040035775508401025
AT1G02180.1,6.522792389594086,-0.5541213228415347,0.11625076876831386,-4.766603513357323,1.8735749180092039e-06,1.0958558245682547e-05
AT1G02205.3,59.56312599070081,0.32163136992135105,0.21033859273565067,1.5291124930438746,0.12623655879045673,0.18942927687135486
AT1G02220.1,8.290675023977615,1.0380704889491021,0.17782239188302942,5.837681508816612,5.293221670198241e-09,5.7640012934002044e-08
AT1G02230.1,0.8385014770125582,0.7499334457150166,0.4467625550572879,1.6785951222318831,0.09323097785321036,0.1462584469242111
AT1G02260.1,7.6566956678743185,-0.21322905906558562,0.09220604185292236,-2.312528059774074,0.02074860083948715,0.04012145425447055
AT1G02270.1,18.47990451810366,0.3357440892118481,0.09105894362639487,3.6871072279222816,0.00022681779849929808,0.0007725607308851987
AT1G02280.1,80.90902839847914,-0.2203610588851429,0.07014162480550976,-3.1416588865194512,0.0016799363121292711,0.004483167843346728
AT1G02300.1,15.379668581470584,0.15144795076112072,0.1447085507280722,1.0465722308677723,0.29529691494928123,0.3849402057038428
AT1G02305.1,68.31360846115041,0.3014014547362926,0.07156050681045649,4.211840694960695,2.5329815950131447e-05,0.00011045024404523835
AT1G02310.1,1.363216550297616,2.67572491429366,0.31324460038714586,8.541966600499013,1.3195657422334758e-17,1.2022743429520744e-15
AT1G02330.1,30.604113911738175,0.04673811521740352,0.09058675502228236,0.5159486638626912,0.6058902644268914,0.6868638793698315
AT1G02335.1,14.450025145557992,-0.5050074745502103,0.18907527861625187,-2.670933388257362,0.00756406557073412,0.016644566795997483
AT1G02340.1,8.069638478875573,0.3670519483978888,0.21240156722400333,1.7281037668181978,0.083969622300637,0.13392551561805385
AT1G02360.1,12.816205188788139,0.53149878033347,0.24549389723860413,2.1650183011143764,0.030386283778770964,0.0556610764102603
AT1G02380.1,4.393847103731171,0.11518124497738227,0.13163616688324536,0.8749969533794024,0.38157556340395427,0.4739536978497265
AT1G02390.1,3.3411833776455624,0.9794415024261564,0.2280469163528238,4.294912284237201,1.747624208292255e-05,7.99431748599618e-05
AT1G02400.1,14.834878828399768,1.2077204152136436,0.22299559848148223,5.415893512866505,6.098338934661452e-08,5.202301408882675e-07
AT1G02405.1,1.1866430215749915,0.6646173024573884,0.36918941540254907,1.80020681723152,0.07182798779752983,0.11749473359957881
AT1G02410.1,19.899336580266223,-0.04326746970590525,0.05960338220526015,-0.7259230618306554,0.46788593784457544,0.5594406027097819
AT1G02450.1,5.323444190145793,0.5869171839959653,0.40030812521894277,1.4661635550738807,0.14260373470345236,0.20998252310396323
AT1G02470.2,4.67363663621166,1.5445063454217867,0.2547709243816302,6.062333640192856,1.3416054720595116e-09,1.70835227970257e-08
AT1G02475.1,68.95261877317535,0.1126313524874116,0.09668484574757219,1.1649328456444257,0.2440461768514438,0.32861997812599575
AT1G02500.1,321.5905841308948,0.3333621941366376,0.10210231273464017,3.264981812929474,0.0010947110527801895,0.003077432957858109
AT1G02520.1,4.513492359461602,2.8527989127961733,0.3281070646993033,8.694719558722843,3.47687462492967e-18,3.7588877889517437e-16
AT1G02560.1,241.23860260056736,-0.09762102600869571,0.047844436997228505,-2.0403840474567736,0.041312089519163236,0.07287440255267986
AT1G02610.1,8.568259957141901,-0.3502922763187842,0.23764210989672205,-1.474032849106664,0.14047274688571254,0.20727562053849877
AT1G02640.1,11.36901556925432,-0.6738674637868555,0.18781015434608897,-3.5880246525173485,0.0003331927920327069,0.0010836373386702775
AT1G02660.1,17.31203690404506,0.5907427868168119,0.23575540910169007,2.505744360512223,0.012219393078715276,0.025189553952521107
AT1G02680.1,14.993158233953372,-0.26862383155069247,0.090052966129892,-2.9829537337307763,0.002854811458053479,0.007093501025636563
AT1G02690.2,9.486549276887311,-1.0200765381953654,0.1391519166510144,-7.33066825628901,2.2900791120098026e-13,7.054040706099468e-12
AT1G02700.1,2.309602579477387,1.6721821400387646,0.2755220669014509,6.069140518740639,1.2859659332764315e-09,1.648927325761663e-08
AT1G02710.1,9.744855180463281,0.5054677776063867,0.26347088114803674,1.9184957950718617,0.05504817479026649,0.09326558017062359
AT1G02720.1,8.38508445177785,-0.06401468864214924,0.07135621147499237,-0.8971144532327636,0.3696578471251546,0.46192569685708107
AT1G02730.1,14.24031681940392,-1.2198063528149408,0.16453828733420722,-7.413510694549117,1.2299911903565964e-13,4.028769164294745e-12
AT1G02750.1,15.821068240226323,0.23810680911574236,0.0734139841090703,3.24334405774777,0.0011813545959724599,0.0032858224940273176
AT1G02780.1,1064.600185710447,-0.1964810020189162,0.09342127707514283,-2.1031718701605624,0.03545074828771737,0.0636689280594064
AT1G02800.1,3.0172485471114925,-2.957011058414751,0.2933336426997191,-10.080708885621398,6.723924960712217e-24,2.5277373357986542e-21
AT1G02810.1,3.5697267810164743,0.05146772170590012,0.29886880623242873,0.17220840928401854,0.863273686994072,0.8997255185513259
AT1G02816.1,28.702966826907446,0.39036300239691213,0.10064516278676423,3.8786066969156763,0.00010505644722367367,0.00039253189372640305
AT1G02820.1,61.2502560277301,0.00788414728768254,0.298357216244376,0.02642519388981313,0.9789181993458062,0.9845130379630923
AT1G02840.1,95.01106409110756,-0.23446819058801355,0.07361321487644099,-3.1851372200163515,0.0014468538485216521,0.00393366362728413
AT1G02850.4,39.20478259276059,1.454476807777826,0.229299508479974,6.343130944412181,2.251419079205888e-10,3.4009792684150316e-09
AT1G02860.1,12.468700430056947,0.4257929276305484,0.12040820142886226,3.536245227299644,0.0004058577603327087,0.0012907697007620332
AT1G02870.1,40.646367014732775,-0.44612856181356364,0.10322775816913209,-4.321788729370742,1.547693505448053e-05,7.168971793227735e-05
AT1G02880.3,19.443054103439923,0.43084347803541445,0.0714755142425602,6.0278471949610415,1.661580311673566e-09,2.0711529717703433e-08
AT1G02890.1,24.140643494292803,0.16409958304140596,0.07643484398330852,2.1469211486483997,0.03179955962662491,0.05790999843487864
AT1G02900.1,21.430965118864638,-0.26018806951828205,0.21777682813731852,-1.1947463453468117,0.2321861491417171,0.3156304317022635
AT1G02910.1,35.606065926660285,-0.06152618591635655,0.06333811919780215,-0.9713926888831825,0.3313527678737992,0.4230399917721915
AT1G02920.1,234.35073982232936,1.8616837706574583,0.25203570450429863,7.386587445294704,1.5064508905507015e-13,4.791962342422914e-12
AT1G02930.1,339.37557701512753,1.544270121579705,0.19737420101219733,7.824072820359496,5.114119933169031e-15,2.376198253217667e-13
AT1G02950.2,5.375173860699092,-0.08832663089502141,0.14049887274622547,-0.6286643385001416,0.5295688295895515,0.6173078231318373
AT1G02960.2,8.867667907255061,0.017214630681708636,0.08376293712440451,0.20551608232339685,0.837168934386307,0.8802799837134369
AT1G02980.1,0.004101229817781288,-0.1499211744395876,2.918444312908376,-0.051370236456622205,0.9590305013149273,0.9699372376796217
AT1G02990.3,5.081024462756888,0.0006703946309475745,0.08834052235124969,0.007588755568843327,0.9939451072120521,0.9954496257201837
AT1G03030.1,15.309794161052546,0.20710088098186932,0.05671084327514613,3.6518744744646128,0.00026033313456323665,0.0008720474643196633
AT1G03040.1,30.21574227730869,0.12708727896173053,0.05689287064944271,2.2337997276461103,0.02549625348317677,0.04792426464377579
AT1G03055.1,5.838636304693542,-0.025356816069810825,0.2479411287727112,-0.10226950322975877,0.9185427612559661,0.9406064392951734
AT1G03070.1,1.6565575960316954,0.2802184640260582,0.30783992593841386,0.91027329600553,0.36267839792916334,0.4550950826996124
AT1G03080.1,17.646621940866893,0.48159119161006936,0.11578096887558292,4.159502172827578,3.189419870539165e-05,0.00013568979958484653
AT1G03090.2,35.58500583183472,0.46459659521723823,0.2021873155149992,2.2978523357602634,0.021570194888801842,0.04150681638618791
AT1G03100.1,1.8689663414065003,0.5512979975339631,0.20924431541583974,2.6347095568084904,0.008420930517445123,0.01828920846757613
AT1G03106.1,1.0304965812111675,1.4103307784985812,0.65040837914201,2.1683773206597174,0.030129989812657753,0.05527730273859493
AT1G03110.1,10.884273774552934,-0.7829810019770491,0.10365966415673601,-7.5533816200018,4.240999890677101e-14,1.5485734920902855e-12
AT1G03130.1,1045.5829914951944,-0.8323721055573052,0.15606246624815026,-5.333582927196442,9.629355618946799e-08,7.807802514362696e-07
AT1G03140.1,40.39075824796475,0.061511970153525115,0.059889491879707664,1.0270912011922946,0.30437752144157315,0.39469372574663486
AT1G03150.1,26.7462093800158,-0.20939529565870618,0.07471151176838031,-2.80271795741292,0.005067396304888769,0.011718132570832535
AT1G03160.1,19.105496656382932,-0.27141324485296975,0.06852647151435332,-3.960706554052188,7.472832045333611e-05,0.00028786240070298853
AT1G03190.1,4.988592126715718,0.03418613952882662,0.08733180364779615,0.39145120220689866,0.695463751655365,0.7647697058989092
AT1G03200.1,6.931354167566991,0.15569811556502672,0.4131246380670284,0.37687927859622133,0.7062633212020801,0.7734574679557473
